row_number,mpn,status,latency_ms,attempt_count,retry_count,transient_errors,final_error,validation_valid,missing_fields,invalid_fields,provenance
48,49-94-1920,success,6596.46,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 6595}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
49,49-94-1925,success,3844.94,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3844}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
50,49-94-1935,success,8616.93,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 8616}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
51,49-94-1940,success,3921.78,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3921}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
52,49-94-0501,success,39355.99,2,1,503,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 39355}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
53,49-94-0503,success,3823.9,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3823}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
54,49-94-0523,success,10762.66,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 10762}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
55,49-94-1955,success,3217.2,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3216}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
56,49-94-1965,success,6200.38,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 6199}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
57,49-94-0513,success,3789.79,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3789}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
58,49-94-0533,success,6200.41,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 6200}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
59,DFBLBLOMFN01G,success,10936.0,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 10935}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
60,1700-1PK-BB40,success,3658.5,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3658}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
61,ASH-40-40-04,success,8153.95,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 8153}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
62,KDFM404KPS,success,4269.57,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4269}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
63,PDSH4816AF,success,9726.8,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 9726}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
64,PDT715SYVFS,success,11515.23,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 11514}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
65,LDPH5554D,success,4402.47,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4402}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
66,WDTS7024RZ,success,4122.48,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4121}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
67,PDD415PYYFS,success,8157.76,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 8157}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
68,KDTS424SBE,success,3168.47,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3168}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
69,KDTS324SPS,success,14459.88,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 14459}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
70,KDPS624SJP,success,10382.98,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 10382}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
71,KDTS624SBE,success,9653.99,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 9653}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
72,D519127,success,6644.19,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 6643}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
73,DF7004WE,success,11405.86,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 11405}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
74,DR7004BE,success,4399.12,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4398}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
75,DV2000WE,success,3076.61,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3076}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
76,DC5004WE,success,3262.68,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3262}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
77,DC5004BE,success,7335.77,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 7335}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
78,WKE100HWA,success,5284.27,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 5283}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
79,FF7011WN,success,7788.52,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 7788}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
80,PTD70GBPTDG,success,3401.08,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3400}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
81,PTD70GBSTWS,success,12464.03,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 12463}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
82,DR5004WG,success,4270.13,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4269}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
83,DR7004BG,success,4095.95,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4095}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
84,DR7004WG,success,14197.49,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 14197}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
85,DV2000WG,success,8711.5,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 8711}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
86,DC5004WG,success,3485.79,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3485}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
87,DC5004BG,success,7105.94,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 7105}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
88,PTW705BSTWS,success,8000.97,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 8000}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
89,MVWP586GW,success,11295.91,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 11295}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
90,TV2000WN,success,4626.21,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4625}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
91,TC5003BN,success,3569.61,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 3569}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
92,TR7006WN,success,10982.33,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 10982}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
93,TR7006BN,success,4972.43,1,0,,,True,,,"{""sources"": [{""source_id"": ""src_gemini_001"", ""type"": ""knowledge_base"", ""name"": ""Google Gemini (gemini-3.1-flash-lite)"", ""url"": null, ""attributes_used"": [""title"", ""category"", ""description"", ""specifications"", ""features"", ""applications"", ""seo_keywords""], ""relevance_score"": 0.75}], ""agent_timeline"": [{""agent"": ""retrieval"", ""status"": ""skipped"", ""duration_ms"": 0}, {""agent"": ""intelligence"", ""status"": ""completed"", ""duration_ms"": 4972}, {""agent"": ""validation"", ""status"": ""skipped"", ""duration_ms"": 0}]}"
